:START_ID(Post),:END_ID(Tag)
19679,descriptive-statistics
19681,orange
19682,orange
19685,machine-learning
19685,classification
19685,text-mining
19685,training
19687,machine-learning
19687,nlp
19687,text-mining
19687,nltk
19687,stanford-nlp
19689,python
19689,text-mining
19689,k-means
19689,evaluation
19689,lda
19692,ensemble-modeling
19697,classification
19697,xgboost
19697,unbalanced-classes
19699,machine-learning
19699,classification
19699,data-mining
19699,predictive-modeling
19699,statistics
19700,neural-network
19700,rnn
19704,machine-learning
19707,python
19707,predictive-modeling
19707,time-series
19707,svm
19711,machine-learning
19711,python
19711,classification
19711,scikit-learn
19711,churn
19713,deep-learning
19713,keras
19713,inception
19714,classification
19714,multiclass-classification
19715,feature-selection
19726,accuracy
19726,binary
19726,classifier
19732,machine-learning
19732,predictive-modeling
19732,logistic-regression
19735,data-mining
19735,time-series
19737,machine-learning
19737,r
19737,data-mining
19737,stata
19737,spss
19742,machine-learning
19742,neural-network
19742,gradient-descent
19744,time-series
19744,normalization
19747,orange
19748,machine-learning
19748,r
19755,predictive-modeling
19755,accuracy
19755,evaluation
19755,model-selection
19755,class-imbalance
19758,python
19758,keras
19758,classifier
19760,neural-network
19760,hyperparameter
19765,probability
19765,markov
19767,machine-learning
19767,python
19767,gaussian
19768,python
19768,neural-network
19768,scikit-learn
19768,cross-validation
19768,hyperparameter
19770,machine-learning
19770,deep-learning
19770,gradient-descent
19774,python
19774,pandas
19774,correlation
19782,machine-learning
19782,statistics
19782,feature-selection
19782,algorithms
19782,feature-extraction
19784,python
19784,regularization
19784,parameter-estimation
19786,dataset
19786,books
19789,training
19790,machine-learning
19790,classification
19794,data-mining
19794,dataset
19794,data
19794,graphs
19794,graphical-model
19797,tensorflow
19797,inception
19798,machine-learning
19798,deep-learning
19798,information-theory
19801,python
19801,neural-network
19801,classification
19801,unbalanced-classes
19802,python
19802,databases
19802,binary
19805,gpu
19805,aws
19807,machine-learning
19807,neural-network
19809,machine-learning
19809,data-mining
19809,dataset
19809,java
19809,weka
19813,python
19813,apache-spark
19813,pyspark
19814,machine-learning
19814,scikit-learn
19814,categorical-data
19819,machine-learning
19819,neural-network
19819,information-theory
19825,algorithms
19836,machine-learning
19836,deep-learning
19836,keras
19840,python
19840,r
19840,data-imputation
19842,scikit-learn
19842,random-forest
19842,decision-trees
19844,ensemble-modeling
19847,education
19848,machine-learning
19848,deep-learning
19848,tensorflow
19848,image-recognition
19848,cnn
19849,machine-learning
19850,machine-learning
19850,tensorflow
19850,logistic-regression
19850,training
19850,evaluation
19852,neural-network
19852,regression
19853,orange
19854,linear-regression
19854,gradient-descent
19854,prediction
19854,feature-scaling
19857,machine-learning
19857,neural-network
19857,feature-extraction
19858,machine-learning
19860,neural-network
19860,deep-learning
19860,probability
19860,theory
19865,machine-learning
19865,feature-selection
19865,random-forest
19869,machine-learning
19869,neural-network
19869,word2vec
19870,classification
19870,missing-data
19871,machine-learning
19871,neural-network
19871,tensorflow
19872,python
19872,predictive-modeling
19872,time-series
19872,forecast
19874,machine-learning
19874,neural-network
19874,classification
19874,overfitting
19882,python
19882,regression
19882,xgboost
19888,time-series
19888,pandas
19888,feature-extraction
19888,feature-construction
19888,dataframe
19889,tensorflow
19889,java
19889,classifier
19892,neural-network
19892,tensorflow
19892,keras
19893,r
19893,regression
19893,glm
19894,deep-learning
19894,tensorflow
19894,convnet
19894,image-classification
19895,machine-learning
19895,python
19895,unsupervised-learning
19895,topic-model
19895,lda
19896,python
19896,classification
19896,tensorflow
19896,inception
19897,data
19897,programming
19901,scikit-learn
19901,decision-trees
19908,nlp
19908,word2vec
19908,vector-space-models
19911,beginner
19914,classification
19914,logistic-regression
19914,apache-spark
19914,prediction
19914,naive-bayes-classifier
19922,keras
19922,categorical-data
19922,reference-request
19922,loss-function
19925,machine-learning
19925,algorithms
19925,data
19933,classification
19933,deep-learning
19933,tensorflow
19940,machine-learning
19940,data-mining
19940,predictive-modeling
19940,data-cleaning
19940,preprocessing
19943,statistics
19945,python
19945,tensorflow
19945,image-recognition
19947,categorical-data
19951,prediction
19951,sequential-pattern-mining
19957,machine-learning
19957,cross-validation
19957,model-selection
19957,scoring
19958,recommender-system
19961,machine-learning
19961,python
19961,data-mining
19964,data-mining
19965,ensemble-modeling
19966,time-series
19966,correlation
19966,anomaly-detection
19971,dataset
19971,linear-regression
19972,machine-learning
19972,data-mining
19972,nlp
19972,stanford-nlp
19976,python
19976,r
19976,visualization
19977,beginner
19977,career
19980,machine-learning
19980,data-mining
19980,dataset
19980,data-cleaning
19980,data
19983,machine-learning
19983,data-mining
19983,statistics
19983,correlation
19984,machine-learning
19984,data-mining
19984,dataset
19984,data-cleaning
19984,data
19987,machine-learning
19987,apache-spark
19987,multiclass-classification
19987,naive-bayes-classifier
19987,multilabel-classification
19988,pandas
19988,graphs
19988,ipython
19990,machine-learning
19990,feature-selection
19990,convnet
19991,machine-learning
19991,classification
19991,data-mining
19991,clustering
19995,machine-learning
19995,ensemble-modeling
19997,machine-learning
19997,neural-network
19997,deep-learning
19997,cnn
19997,convolution
19998,random-forest
19998,decision-trees
19998,multiclass-classification
19998,matlab
20001,machine-learning
20001,multiclass-classification
20006,neural-network
20006,nlp
20006,word2vec
20006,gensim
20006,similar-documents
20011,time-series
20011,logistic-regression
20012,machine-learning
20012,neural-network
20012,deep-learning
20012,batch-normalization
20013,data-mining
20013,dataset
20013,bigdata
20013,data-cleaning
20016,dataset
20016,image-classification
20019,dataset
20019,bigdata
20019,apache-spark
20019,pyspark
20019,plotting
20024,classification
20024,anomaly-detection
20024,simulation
20025,machine-learning
20025,r
20025,time-series
20026,neural-network
20030,machine-learning
20030,orange
20031,statistics
20032,neural-network
20032,classification
20032,normalization
20032,audio-recognition
20033,machine-learning
20033,neural-network
20033,deep-learning
20033,regression
20036,nlp
20036,nltk
20045,machine-learning
20045,classification
20045,image-classification
20045,computer-vision
20045,javascript
20051,machine-learning
20051,python
20051,data-mining
20051,nlp
20051,nltk
20052,machine-learning
20052,regression
20052,azure-ml
20054,rnn
20055,deep-learning
20055,time-series
20055,forecast
20058,machine-learning
20058,python
20058,deep-learning
20058,tensorflow
20061,nlp
20061,lda
20061,pyspark
20063,deep-learning
20063,convnet
20063,caffe
20064,python
20064,neural-network
20064,scikit-learn
20064,data-cleaning
20071,nlp
20071,gensim
20074,machine-learning
20074,nlp
20074,tensorflow
20075,machine-learning
20075,classification
20075,distance
20076,machine-learning
20076,data-mining
20076,clustering
20076,nlp
20076,unsupervised-learning
20077,machine-learning
20079,machine-learning
20079,neural-network
20079,backpropagation
20081,machine-learning
20081,python
20081,visualization
20081,feature-selection
20081,scikit-learn
20084,deep-learning
20084,nlp
20084,svm
20084,automatic-summarization
20086,scikit-learn
20087,machine-learning
20087,classification
20087,tensorflow
20095,classification
20095,binary
20098,reinforcement-learning
20100,machine-learning
20100,classification
20100,deep-learning
20100,performance
20100,matlab
20102,machine-learning
20102,r
20102,predictive-modeling
20104,machine-learning
20104,python
20104,neural-network
20104,deep-learning
20104,tensorflow
20105,python
20105,random-forest
20105,cross-validation
20111,machine-learning
20111,neural-network
20111,online-learning
20113,python
20113,keras
20113,reference-request
20113,books
20114,machine-learning
20117,deep-learning
20117,feature-extraction
20117,inception
20118,pandas
20118,databases
20120,machine-learning
20120,data-mining
20120,clustering
20123,machine-learning
20123,deep-learning
20123,svm
20125,machine-learning
20125,nlp
20125,sentiment-analysis
20129,python
20129,reference-request
20130,kaggle
20131,azure-ml
20132,machine-learning
20132,decision-trees
20133,apache-spark
20133,matrix-factorisation
20136,machine-learning
20136,python
20136,neural-network
20136,classification
20136,deep-learning
20139,python
20139,neural-network
20139,backpropagation
20143,machine-learning
20143,deep-learning
20143,data-analysis
20156,machine-learning
20157,classification
20157,matlab
20157,multilabel-classification
20157,confusion-matrix
20159,python
20159,classification
20159,tensorflow
20159,convnet
20159,image-classification
20165,machine-learning
20165,neural-network
20165,rbm
20166,apache-spark
20166,apache-mahout
20166,similar-documents
20168,machine-learning
20168,python
20168,data-mining
20169,neural-network
20169,backpropagation
20170,machine-learning
20170,python
20170,logistic-regression
20170,accuracy
20172,machine-learning
20172,deep-learning
20172,nlp
20173,machine-learning
20173,classification
20173,data-mining
20173,evaluation
20177,r
20177,dataframe
20178,machine-learning
20178,image-classification
20178,convolution
20179,machine-learning
20179,training
20186,bigdata
20186,nosql
20186,json
